,Descrição,Valor,Deputado,Data
1802,Vale-Refeição e Vale-Alimentação,"4.333,50",FERNANDO SANTANA,01/08/2019
1803,Assinaturas de Periódicos e Anuidades,"343,03",GUILHERME LANDIM,01/08/2019
1804,Combustíveis e Lubrificantes Automotivos,"6.000,00",GUILHERME LANDIM,01/08/2019
1805,Convênio com Plano de Saúde,"2.770,25",GUILHERME LANDIM,01/08/2019
1806,Divulgação das Atividades Parlamentares,"6.350,00",GUILHERME LANDIM,01/08/2019
1807,Passagens Terrestres,"627,46",GUILHERME LANDIM,01/08/2019
1808,Serviços Técnicos Profissionais,"10.000,00",GUILHERME LANDIM,01/08/2019
1809,Serviços de Comunicação em Geral,"42,15",GUILHERME LANDIM,01/08/2019
1810,Serviços de Telecomunicações - Pacote de Dados,"95,79",GUILHERME LANDIM,01/08/2019
1811,Vale-Refeição e Vale-Alimentação,"4.815,00",GUILHERME LANDIM,01/08/2019
1812,Assinaturas de Periódicos e Anuidades,"893,97",HEITOR FERRER,01/08/2019
1813,Combustíveis e Lubrificantes Automotivos,"4.000,00",HEITOR FERRER,01/08/2019
1814,Convênio com Plano de Saúde,"3.781,97",HEITOR FERRER,01/08/2019
1815,Despesas de Teleprocessamento,"280,66",HEITOR FERRER,01/08/2019
1816,Divulgação das Atividades Parlamentares,"3.500,00",HEITOR FERRER,01/08/2019
1817,Serviços Gráficos e Editoriais,"19.600,00",HEITOR FERRER,01/08/2019
1818,Serviços de Telecomunicações,"22,32",HEITOR FERRER,01/08/2019
1819,Serviços de Telecomunicações - Pacote de Dados,"491,96",HEITOR FERRER,01/08/2019
1820,Vale-Refeição e Vale-Alimentação,"4.812,11",HEITOR FERRER,01/08/2019
1821,Combustíveis e Lubrificantes Automotivos,"6.000,00",JEOVA MOTA,01/08/2019
1822,Divulgação das Atividades Parlamentares,"19.880,00",JEOVA MOTA,01/08/2019
1823,Serviços Técnicos Profissionais,"12.600,00",JEOVA MOTA,01/08/2019
1824,Vale-Refeição e Vale-Alimentação,"1.444,50",JEOVA MOTA,01/08/2019
1825,Combustíveis e Lubrificantes Automotivos,"6.000,00",JOAO JAIME,01/08/2019
1826,Divulgação das Atividades Parlamentares,"500,00",JOAO JAIME,01/08/2019
1827,Serviços Técnicos Profissionais,"26.640,00",JOAO JAIME,01/08/2019
1828,Vale-Refeição e Vale-Alimentação,"3.852,00",JOAO JAIME,01/08/2019
1829,Combustíveis e Lubrificantes Automotivos,"6.000,00",LEONARDO ARAUJO,01/08/2019
1830,Divulgação das Atividades Parlamentares,"8.000,00",LEONARDO ARAUJO,01/08/2019
1831,Hospedagens,"1.813,59",LEONARDO ARAUJO,01/08/2019
1832,Passagens Aéreas,"842,46",LEONARDO ARAUJO,01/08/2019
1833,Serviços Técnicos Profissionais,"2.520,00",LEONARDO ARAUJO,01/08/2019
1834,Serviços de Telecomunicações - Pacote de Dados,"753,66",LEONARDO ARAUJO,01/08/2019
1835,Vale-Refeição e Vale-Alimentação,"4.815,00",LEONARDO ARAUJO,01/08/2019
1836,Combustíveis e Lubrificantes Automotivos,"6.000,00",LEONARDO PINHEIRO,01/08/2019
1837,Serviços Técnicos Profissionais,"23.040,00",LEONARDO PINHEIRO,01/08/2019
1838,Vale-Refeição e Vale-Alimentação,"3.370,50",LEONARDO PINHEIRO,01/08/2019
1839,Combustíveis e Lubrificantes Automotivos,"6.000,00",LUCILVIO GIRAO,01/08/2019
1840,Convênio com Plano de Saúde,"1.877,89",LUCILVIO GIRAO,01/08/2019
1841,Serviços Técnicos Profissionais,"21.600,00",LUCILVIO GIRAO,01/08/2019
1842,Serviços de Telecomunicações - Pacote de Dados,"74,80",LUCILVIO GIRAO,01/08/2019
1843,Vale-Refeição e Vale-Alimentação,"2.407,50",LUCILVIO GIRAO,01/08/2019
1844,Combustíveis e Lubrificantes Automotivos,"6.000,00",MANOEL DUCA,01/08/2019
1845,Divulgação das Atividades Parlamentares,"8.000,00",MANOEL DUCA,01/08/2019
1846,Passagens Aéreas,"3.158,96",MANOEL DUCA,01/08/2019
1847,Serviços Técnicos Profissionais,"19.620,00",MANOEL DUCA,01/08/2019
1848,Vale-Refeição e Vale-Alimentação,"1.877,85",MANOEL DUCA,01/08/2019
1849,Combustíveis e Lubrificantes Automotivos,"6.000,00",MARCOS SOBREIRA,01/08/2019
1850,Divulgação das Atividades Parlamentares,"1.500,00",MARCOS SOBREIRA,01/08/2019
1851,Serviços Gráficos e Editoriais,"7.988,16",MARCOS SOBREIRA,01/08/2019
1852,Serviços Técnicos Profissionais,"23.220,00",MARCOS SOBREIRA,01/08/2019
1853,Serviços de Comunicação em Geral,"787,35",MARCOS SOBREIRA,01/08/2019
1854,Serviços de Telecomunicações - Pacote de Dados,"31,90",MARCOS SOBREIRA,01/08/2019
1855,Vale-Refeição e Vale-Alimentação,"4.815,00",MARCOS SOBREIRA,01/08/2019
1856,Assinaturas de Periódicos e Anuidades,"99,90",MOISES BRAZ,01/08/2019
1857,Combustíveis e Lubrificantes Automotivos,"6.000,00",MOISES BRAZ,01/08/2019
1858,Convênio com Plano de Saúde,"1.884,76",MOISES BRAZ,01/08/2019
1859,Despesas de Teleprocessamento,"470,00",MOISES BRAZ,01/08/2019
1860,Divulgação das Atividades Parlamentares,"2.600,00",MOISES BRAZ,01/08/2019
1861,Locação de Veículos,"12.070,00",MOISES BRAZ,01/08/2019
1862,Serviços de Telecomunicações - Pacote de Dados,"505,16",MOISES BRAZ,01/08/2019
1863,Vale-Refeição e Vale-Alimentação,"4.066,27",MOISES BRAZ,01/08/2019
1864,Combustíveis e Lubrificantes Automotivos,"6.000,00",NELINHO,01/08/2019
1865,Convênio com Plano de Saúde,"716,83",NELINHO,01/08/2019
1866,Despesas de Teleprocessamento,"194,61",NELINHO,01/08/2019
1867,Divulgação das Atividades Parlamentares,"12.000,00",NELINHO,01/08/2019
1868,Locação de Veículos,"5.100,00",NELINHO,01/08/2019
1869,Passagens Aéreas,"6.517,22",NELINHO,01/08/2019
1870,Serviços de Telecomunicações - Pacote de Dados,"692,53",NELINHO,01/08/2019
1871,Vale-Refeição e Vale-Alimentação,"4.815,00",NELINHO,01/08/2019
1872,Locação de Veículos,"6.630,00",NEZINHO FARIAS,01/08/2019
1873,Serviços Técnicos Profissionais,"25.200,00",NEZINHO FARIAS,01/08/2019
1874,Serviços de Comunicação em Geral,"131,22",NEZINHO FARIAS,01/08/2019
1875,Serviços de Telecomunicações - Pacote de Dados,"467,56",NEZINHO FARIAS,01/08/2019
1876,Vale-Refeição e Vale-Alimentação,"4.815,00",NEZINHO FARIAS,01/08/2019
1877,Combustíveis e Lubrificantes Automotivos,"5.000,00",NIZO COSTA,01/08/2019
1878,Convênio com Plano de Saúde,"1.944,57",NIZO COSTA,01/08/2019
1879,Divulgação das Atividades Parlamentares,"8.000,00",NIZO COSTA,01/08/2019
1880,Locação de Veículos,"10.200,00",NIZO COSTA,01/08/2019
1881,Serviços Gráficos e Editoriais,"2.512,00",NIZO COSTA,01/08/2019
1882,Vale-Refeição e Vale-Alimentação,"3.852,00",NIZO COSTA,01/08/2019
1883,Combustíveis e Lubrificantes Automotivos,"6.000,00",OSMAR BAQUIT,01/08/2019
1884,Divulgação das Atividades Parlamentares,"6.000,00",OSMAR BAQUIT,01/08/2019
1885,Hospedagens,"390,71",OSMAR BAQUIT,01/08/2019
1886,Passagens Aéreas,"4.143,76",OSMAR BAQUIT,01/08/2019
1887,Passagens Terrestres,"144,02",OSMAR BAQUIT,01/08/2019
1888,Serviços Técnicos Profissionais,"9.540,00",OSMAR BAQUIT,01/08/2019
1889,Serviços de Telecomunicações - Pacote de Dados,"1.088,00",OSMAR BAQUIT,01/08/2019
1890,Vale-Refeição e Vale-Alimentação,"4.815,00",OSMAR BAQUIT,01/08/2019
1891,Combustíveis e Lubrificantes Automotivos,"1.500,00",PATRICIA AGUIAR,01/08/2019
1892,Despesas de Teleprocessamento,"8.000,00",PATRICIA AGUIAR,01/08/2019
1893,Divulgação das Atividades Parlamentares,"4.000,00",PATRICIA AGUIAR,01/08/2019
1894,Serviços Técnicos Profissionais,"8.100,00",PATRICIA AGUIAR,01/08/2019
1895,Serviços de Telecomunicações - Pacote de Dados,"1.534,51",PATRICIA AGUIAR,01/08/2019
1896,Vale-Refeição e Vale-Alimentação,"3.852,00",PATRICIA AGUIAR,01/08/2019
1897,Combustíveis e Lubrificantes Automotivos,"6.000,00",QUEIROZ FILHO,01/08/2019
1898,Convênio com Plano de Saúde,"1.455,43",QUEIROZ FILHO,01/08/2019
1899,Divulgação das Atividades Parlamentares,"5.000,00",QUEIROZ FILHO,01/08/2019
1900,Hospedagens,"495,33",QUEIROZ FILHO,01/08/2019
1901,Locação de Aeronaves,"9.149,58",QUEIROZ FILHO,01/08/2019
1902,Passagens Aéreas,"13.433,16",QUEIROZ FILHO,01/08/2019
1903,Serviços Técnicos Profissionais,"8.100,00",QUEIROZ FILHO,01/08/2019
1904,Vale-Refeição e Vale-Alimentação,"4.815,00",QUEIROZ FILHO,01/08/2019
1905,Combustíveis e Lubrificantes Automotivos,"2.600,00",RENATO ROSENO,01/08/2019
1906,Convênio com Plano de Saúde,"784,55",RENATO ROSENO,01/08/2019
1907,Locação de Veículos,"4.133,99",RENATO ROSENO,01/08/2019
1908,Passagens Aéreas,"2.913,91",RENATO ROSENO,01/08/2019
1909,Passagens Terrestres,"1.417,45",RENATO ROSENO,01/08/2019
1910,Serviços de Telecomunicações - Pacote de Dados,"118,55",RENATO ROSENO,01/08/2019
1911,Suporte em Infraestrutura de Tecnologia da Informa,"4.140,00",RENATO ROSENO,01/08/2019
1912,Vale-Refeição e Vale-Alimentação,"4.815,00",RENATO ROSENO,01/08/2019
1913,Combustíveis e Lubrificantes Automotivos,"700,00",ROMEU ALDIGUERI,01/08/2019
1914,Convênio com Plano de Saúde,"1.996,96",ROMEU ALDIGUERI,01/08/2019
1915,Divulgação das Atividades Parlamentares,"1.000,00",ROMEU ALDIGUERI,01/08/2019
1916,Passagens Aéreas,"1.271,98",ROMEU ALDIGUERI,01/08/2019
1917,Serviços Técnicos Profissionais,"36.440,00",ROMEU ALDIGUERI,01/08/2019
1918,Vale-Refeição e Vale-Alimentação,"4.815,00",ROMEU ALDIGUERI,01/08/2019
1919,Combustíveis e Lubrificantes Automotivos,"6.000,00",SERGIO AGUIAR,01/08/2019
1920,Despesas de Teleprocessamento,"2.500,00",SERGIO AGUIAR,01/08/2019
1921,Divulgação das Atividades Parlamentares,"8.700,00",SERGIO AGUIAR,01/08/2019
1922,Passagens Aéreas,"1.993,24",SERGIO AGUIAR,01/08/2019
1923,Passagens Terrestres,"1.020,12",SERGIO AGUIAR,01/08/2019
1924,Seguros em Geral,"1.049,81",SERGIO AGUIAR,01/08/2019
1925,Serviços Técnicos Profissionais,"5.580,00",SERGIO AGUIAR,01/08/2019
1926,Serviços de Comunicação em Geral,"606,45",SERGIO AGUIAR,01/08/2019
1927,Serviços de Telecomunicações,"21,79",SERGIO AGUIAR,01/08/2019
1928,Serviços de Telecomunicações - Pacote de Dados,"1.395,47",SERGIO AGUIAR,01/08/2019
1929,Vale-Refeição e Vale-Alimentação,"4.815,00",SERGIO AGUIAR,01/08/2019
1930,Combustíveis e Lubrificantes Automotivos,"6.000,00",TIN GOMES,01/08/2019
1931,Convênio com Plano de Saúde,"5.866,26",TIN GOMES,01/08/2019
1932,Divulgação das Atividades Parlamentares,"3.400,00",TIN GOMES,01/08/2019
1933,Passagens Aéreas,"4.619,90",TIN GOMES,01/08/2019
1934,Serviços Técnicos Profissionais,"5.940,00",TIN GOMES,01/08/2019
1935,Serviços de Telecomunicações - Pacote de Dados,"1.381,72",TIN GOMES,01/08/2019
1936,Vale-Refeição e Vale-Alimentação,"4.815,00",TIN GOMES,01/08/2019
1937,Combustíveis e Lubrificantes Automotivos,"6.000,00",TONY BRITO,01/08/2019
1938,Divulgação das Atividades Parlamentares,"6.040,00",TONY BRITO,01/08/2019
1939,Locação de Veículos,"7.140,00",TONY BRITO,01/08/2019
1940,Serviços Gráficos e Editoriais,"6.496,12",TONY BRITO,01/08/2019
1941,Vale-Refeição e Vale-Alimentação,"4.815,00",TONY BRITO,01/08/2019
1942,Combustíveis e Lubrificantes Automotivos,"6.000,00",VITOR VALIM,01/08/2019
1943,Hospedagens,"910,81",VITOR VALIM,01/08/2019
1944,Passagens Aéreas,"4.737,25",VITOR VALIM,01/08/2019
1945,Serviços Gráficos e Editoriais,"1.504,00",VITOR VALIM,01/08/2019
1946,Serviços Técnicos Profissionais,"4.000,00",VITOR VALIM,01/08/2019
1947,Serviços de Telecomunicações - Pacote de Dados,"1.428,93",VITOR VALIM,01/08/2019
1948,Vale-Refeição e Vale-Alimentação,"3.852,00",VITOR VALIM,01/08/2019
1949,Combustíveis e Lubrificantes Automotivos,"6.000,00",WALTER CAVALCANTE,01/08/2019
1950,Divulgação das Atividades Parlamentares,"3.500,00",WALTER CAVALCANTE,01/08/2019
1951,Locação de Veículos,"6.715,00",WALTER CAVALCANTE,01/08/2019
1952,Seguros em Geral,"1.453,18",WALTER CAVALCANTE,01/08/2019
1953,Serviços Gráficos e Editoriais,"7.952,00",WALTER CAVALCANTE,01/08/2019
1954,Serviços Técnicos Profissionais,"5.400,00",WALTER CAVALCANTE,01/08/2019
1955,Serviços de Comunicação em Geral,"1.558,41",WALTER CAVALCANTE,01/08/2019
1956,Serviços de Telecomunicações - Pacote de Dados,"2.793,20",WALTER CAVALCANTE,01/08/2019
1957,Vale-Refeição e Vale-Alimentação,"3.852,00",WALTER CAVALCANTE,01/08/2019
1958,Combustíveis e Lubrificantes Automotivos,"6.000,00",ADERLANIA NORONHA,01/09/2019
1959,Convênio com Plano de Saúde,"1.776,74",ADERLANIA NORONHA,01/09/2019
1960,Divulgação das Atividades Parlamentares,"6.400,00",ADERLANIA NORONHA,01/09/2019
1961,Passagens Aéreas,"1.993,28",ADERLANIA NORONHA,01/09/2019
1962,Serviços de Telecomunicações - Pacote de Dados,"364,40",ADERLANIA NORONHA,01/09/2019
1963,Vale-Refeição e Vale-Alimentação,"4.815,00",ADERLANIA NORONHA,01/09/2019
1964,Combustíveis e Lubrificantes Automotivos,"2.500,00",ANDRE FERNANDES,01/09/2019
1965,Hospedagens,"360,01",ANDRE FERNANDES,01/09/2019
1966,Passagens Aéreas,"5.412,40",ANDRE FERNANDES,01/09/2019
1967,Serviços Gráficos e Editoriais,"16.864,00",ANDRE FERNANDES,01/09/2019
1968,Serviços de Telecomunicações - Pacote de Dados,"529,32",ANDRE FERNANDES,01/09/2019
1969,Vale-Refeição e Vale-Alimentação,"4.815,00",ANDRE FERNANDES,01/09/2019
1970,Assinaturas de Periódicos e Anuidades,"417,81",ANTONIO GRANJA,01/09/2019
1971,Combustíveis e Lubrificantes Automotivos,"6.000,00",ANTONIO GRANJA,01/09/2019
1972,Convênio com Plano de Saúde,"4.561,56",ANTONIO GRANJA,01/09/2019
1973,Divulgação das Atividades Parlamentares,"8.000,00",ANTONIO GRANJA,01/09/2019
1974,Passagens Aéreas,"2.862,36",ANTONIO GRANJA,01/09/2019
1975,Serviços de Telecomunicações - Pacote de Dados,"256,81",ANTONIO GRANJA,01/09/2019
1976,Vale-Refeição e Vale-Alimentação,"3.852,00",ANTONIO GRANJA,01/09/2019
1977,Combustíveis e Lubrificantes Automotivos,"6.000,00",AP. LUIZ HENRIQUE,01/09/2019
1978,Convênio com Plano de Saúde,"2.358,99",AP. LUIZ HENRIQUE,01/09/2019
1979,Despesas de Teleprocessamento,"146,64",AP. LUIZ HENRIQUE,01/09/2019
1980,Divulgação das Atividades Parlamentares,"5.600,00",AP. LUIZ HENRIQUE,01/09/2019
1981,Hospedagens,"2.364,61",AP. LUIZ HENRIQUE,01/09/2019
1982,Locação de Veículos,"10.956,50",AP. LUIZ HENRIQUE,01/09/2019
1983,Serviços de Telecomunicações - Pacote de Dados,"980,02",AP. LUIZ HENRIQUE,01/09/2019
1984,Vale-Refeição e Vale-Alimentação,"4.815,00",AP. LUIZ HENRIQUE,01/09/2019
1985,Combustíveis e Lubrificantes Automotivos,"6.000,00",AUDIC MOTA,01/09/2019
1986,Convênio com Plano de Saúde,"1.293,20",AUDIC MOTA,01/09/2019
1987,Divulgação das Atividades Parlamentares,"4.100,00",AUDIC MOTA,01/09/2019
1988,Locação de Veículos,"15.538,00",AUDIC MOTA,01/09/2019
1989,Seguros em Geral,"504,04",AUDIC MOTA,01/09/2019
1990,Serviços Técnicos Profissionais,"2.500,00",AUDIC MOTA,01/09/2019
1991,Serviços de Telecomunicações - Pacote de Dados,"1.576,98",AUDIC MOTA,01/09/2019
1992,Vale-Refeição e Vale-Alimentação,"4.815,00",AUDIC MOTA,01/09/2019
1993,Combustíveis e Lubrificantes Automotivos,"6.000,00",AUGUSTA BRITO,01/09/2019
1994,Convênio com Plano de Saúde,"2.690,06",AUGUSTA BRITO,01/09/2019
1995,Hospedagens,"882,02",AUGUSTA BRITO,01/09/2019
1996,Passagens Aéreas,"2.278,95",AUGUSTA BRITO,01/09/2019
1997,Passagens Terrestres,"667,47",AUGUSTA BRITO,01/09/2019
1998,Serviços Técnicos Profissionais,"7.020,00",AUGUSTA BRITO,01/09/2019
1999,Serviços de Telecomunicações - Pacote de Dados,"1.254,69",AUGUSTA BRITO,01/09/2019
2000,Vale-Refeição e Vale-Alimentação,"4.815,00",AUGUSTA BRITO,01/09/2019
2001,Combustíveis e Lubrificantes Automotivos,"5.300,00",CARLOS FELIPE,01/09/2019
2002,Divulgação das Atividades Parlamentares,"8.000,00",CARLOS FELIPE,01/09/2019
2003,Serviços Técnicos Profissionais,"6.840,00",CARLOS FELIPE,01/09/2019
2004,Serviços de Telecomunicações - Pacote de Dados,"1.047,30",CARLOS FELIPE,01/09/2019
2005,Vale-Refeição e Vale-Alimentação,"4.815,00",CARLOS FELIPE,01/09/2019
2006,Combustíveis e Lubrificantes Automotivos,"6.000,00",DANNIEL OLIVEIRA,01/09/2019
2007,Divulgação das Atividades Parlamentares,"3.650,00",DANNIEL OLIVEIRA,01/09/2019
2008,Passagens Aéreas,"12.430,10",DANNIEL OLIVEIRA,01/09/2019
2009,Passagens Terrestres,"360,74",DANNIEL OLIVEIRA,01/09/2019
2010,Serviços Técnicos Profissionais,"8.280,00",DANNIEL OLIVEIRA,01/09/2019
2011,Serviços de Telecomunicações - Pacote de Dados,"985,21",DANNIEL OLIVEIRA,01/09/2019
2012,Vale-Refeição e Vale-Alimentação,"4.815,00",DANNIEL OLIVEIRA,01/09/2019
2013,Combustíveis e Lubrificantes Automotivos,"6.000,00",DAVID DURAND,01/09/2019
2014,Locação de Veículos,"15.810,00",DAVID DURAND,01/09/2019
2015,Serviços de Telecomunicações - Pacote de Dados,"635,84",DAVID DURAND,01/09/2019
2016,Vale-Refeição e Vale-Alimentação,"4.815,00",DAVID DURAND,01/09/2019
2017,Combustíveis e Lubrificantes Automotivos,"6.000,00",DELEGADO CAVALCANTE,01/09/2019
2018,Convênio com Plano de Saúde,"3.073,84",DELEGADO CAVALCANTE,01/09/2019
2019,Despesas de Teleprocessamento,"342,79",DELEGADO CAVALCANTE,01/09/2019
2020,Hospedagens,"1.596,69",DELEGADO CAVALCANTE,01/09/2019
2021,Passagens Aéreas,"8.253,99",DELEGADO CAVALCANTE,01/09/2019
2022,Serviços de Telecomunicações - Pacote de Dados,"310,70",DELEGADO CAVALCANTE,01/09/2019
2023,Vale-Refeição e Vale-Alimentação,"4.815,00",DELEGADO CAVALCANTE,01/09/2019
2024,Combustíveis e Lubrificantes Automotivos,"6.000,00",DR. SARTO,01/09/2019
2025,Convênio com Plano de Saúde,"3.381,16",DR. SARTO,01/09/2019
2026,Despesas de Teleprocessamento,"610,53",DR. SARTO,01/09/2019
2027,Divulgação das Atividades Parlamentares,"8.000,00",DR. SARTO,01/09/2019
2028,Locação de Veículos,"10.200,00",DR. SARTO,01/09/2019
2029,Serviços Técnicos Profissionais,"8.100,00",DR. SARTO,01/09/2019
2030,Vale-Refeição e Vale-Alimentação,"3.852,00",DR. SARTO,01/09/2019
2031,Combustíveis e Lubrificantes Automotivos,"6.000,00",DRA SILVANA,01/09/2019
2032,Divulgação das Atividades Parlamentares,"5.000,00",DRA SILVANA,01/09/2019
2033,Serviços de Telecomunicações - Pacote de Dados,"1.230,74",DRA SILVANA,01/09/2019
2034,Vale-Refeição e Vale-Alimentação,"4.815,00",DRA SILVANA,01/09/2019
2035,Combustíveis e Lubrificantes Automotivos,"6.000,00",EDILARDO EUFRASIO,01/09/2019
2036,Divulgação das Atividades Parlamentares,"5.500,00",EDILARDO EUFRASIO,01/09/2019
2037,Passagens Aéreas,"2.963,38",EDILARDO EUFRASIO,01/09/2019
2038,Serviços Técnicos Profissionais,"8.000,00",EDILARDO EUFRASIO,01/09/2019
2039,Vale-Refeição e Vale-Alimentação,"4.815,00",EDILARDO EUFRASIO,01/09/2019
2040,Combustíveis e Lubrificantes Automotivos,"1.050,00",ELMANO,01/09/2019
2041,Locação de Veículos,"21.770,22",ELMANO,01/09/2019
2042,Serviços Técnicos Profissionais,"8.000,00",ELMANO,01/09/2019
2043,Serviços de Comunicação em Geral,"62,91",ELMANO,01/09/2019
2044,Serviços de Telecomunicações - Pacote de Dados,"380,86",ELMANO,01/09/2019
2045,Vale-Refeição e Vale-Alimentação,"2.648,25",ELMANO,01/09/2019
2046,Combustíveis e Lubrificantes Automotivos,"6.000,00",ERIKA AMORIM,01/09/2019
2047,Divulgação das Atividades Parlamentares,"8.000,00",ERIKA AMORIM,01/09/2019
2048,Serviços Técnicos Profissionais,"900,00",ERIKA AMORIM,01/09/2019
2049,Vale-Refeição e Vale-Alimentação,"4.815,00",ERIKA AMORIM,01/09/2019
2050,Combustíveis e Lubrificantes Automotivos,"6.000,00",EVANDRO LEITAO,01/09/2019
2051,Serviços Técnicos Profissionais,"10.980,00",EVANDRO LEITAO,01/09/2019
2052,Serviços de Telecomunicações - Pacote de Dados,"30,90",EVANDRO LEITAO,01/09/2019
2053,Vale-Refeição e Vale-Alimentação,"3.852,00",EVANDRO LEITAO,01/09/2019
2054,Combustíveis e Lubrificantes Automotivos,"6.000,00",FERNANDA PESSOA,01/09/2019
2055,Despesas de Teleprocessamento,"550,00",FERNANDA PESSOA,01/09/2019
2056,Divulgação das Atividades Parlamentares,"9.600,00",FERNANDA PESSOA,01/09/2019
2057,Passagens Aéreas,"9.993,27",FERNANDA PESSOA,01/09/2019
2058,Serviços Gráficos e Editoriais,"12.960,00",FERNANDA PESSOA,01/09/2019
2059,Serviços Técnicos Profissionais,"3.060,00",FERNANDA PESSOA,01/09/2019
2060,Serviços de Telecomunicações - Pacote de Dados,"703,40",FERNANDA PESSOA,01/09/2019
2061,Vale-Refeição e Vale-Alimentação,"4.815,00",FERNANDA PESSOA,01/09/2019
2062,Assinaturas de Periódicos e Anuidades,"790,80",FERNANDO HUGO,01/09/2019
2063,Combustíveis e Lubrificantes Automotivos,"6.000,00",FERNANDO HUGO,01/09/2019
2064,Passagens Aéreas,"5.693,14",FERNANDO HUGO,01/09/2019
2065,Serviços de Telecomunicações - Pacote de Dados,"2.946,15",FERNANDO HUGO,01/09/2019
2066,Vale-Refeição e Vale-Alimentação,"1.926,00",FERNANDO HUGO,01/09/2019
2067,Divulgação das Atividades Parlamentares,"8.000,00",FERNANDO SANTANA,01/09/2019
2068,Serviços Técnicos Profissionais,"12.960,00",FERNANDO SANTANA,01/09/2019
2069,Serviços de Telecomunicações - Pacote de Dados,"494,40",FERNANDO SANTANA,01/09/2019
2070,Vale-Refeição e Vale-Alimentação,"4.333,50",FERNANDO SANTANA,01/09/2019
2071,Assinaturas de Periódicos e Anuidades,"335,85",GUILHERME LANDIM,01/09/2019
2072,Combustíveis e Lubrificantes Automotivos,"6.000,00",GUILHERME LANDIM,01/09/2019
2073,Convênio com Plano de Saúde,"1.908,81",GUILHERME LANDIM,01/09/2019
2074,Divulgação das Atividades Parlamentares,"7.600,00",GUILHERME LANDIM,01/09/2019
2075,Passagens Aéreas,"3.490,31",GUILHERME LANDIM,01/09/2019
2076,Serviços Técnicos Profissionais,"19.000,00",GUILHERME LANDIM,01/09/2019
